"","City","State","Income","MoE","Year"
"2206","Largo city"," Florida",39384,NA,2016
"22110","Lauderhill city"," Florida",41756,NA,2016
"2226","Lehigh Acres CDP"," Florida",46904,NA,2016
"2236","Melbourne city"," Florida",43822,NA,2016
"2246","Miami city"," Florida",34901,NA,2016
"2256","Miami Beach city"," Florida",53685,NA,2016
"2266","Miami Gardens city"," Florida",40031,NA,2016
"2276","Miramar city"," Florida",61767,NA,2016
"2286","Orlando city"," Florida",46761,NA,2016
"2296","Palm Bay city"," Florida",45712,NA,2016
"2306","Palm Coast city"," Florida",49371,NA,2016
"23110","Pembroke Pines city"," Florida",62812,NA,2016
"2326","Pine Hills CDP"," Florida",38365,NA,2016
"2336","Plantation city"," Florida",64862,NA,2016
"2346","Pompano Beach city"," Florida",42736,NA,2016
"2356","Port St. Lucie city"," Florida",51447,NA,2016
"2366","Riverview CDP"," Florida",66545,NA,2016
"2376","St. Petersburg city"," Florida",51474,NA,2016
"2386","Spring Hill CDP"," Florida",49705,NA,2016
"2396","Sunrise city"," Florida",47468,NA,2016
"2406","Tallahassee city"," Florida",43663,NA,2016
"24110","Tamarac city"," Florida",50096,NA,2016
"2426","Tampa city"," Florida",50405,NA,2016
"2436","The Hammocks CDP"," Florida",74734,NA,2016
"2446","The Villages CDP"," Florida",61220,NA,2016
"2456","Town 'n' Country CDP"," Florida",49847,NA,2016
"2466","Weston city"," Florida",100821,NA,2016
"2476","West Palm Beach city"," Florida",51217,NA,2016
"2486","Albany city"," Georgia",34565,NA,2016
"2496","Alpharetta city"," Georgia",95919,NA,2016
"2506","Athens-Clarke County unified government (balance)"," Georgia",34592,NA,2016
"25110","Atlanta city"," Georgia",53843,NA,2016
"2526","Augusta-Richmond County consolidated government (balance)"," Georgia",41273,NA,2016
"2536","Columbus city"," Georgia",40060,NA,2016
"2546","Johns Creek city"," Georgia",115776,NA,2016
"2556","Macon-Bibb County"," Georgia",36702,NA,2016
"2566","Roswell city"," Georgia",85409,NA,2016
"2576","Sandy Springs city"," Georgia",73302,NA,2016
"2586","Savannah city"," Georgia",38879,NA,2016
"2596","Warner Robins city"," Georgia",58771,NA,2016
"2606","Urban Honolulu CDP"," Hawaii",65155,NA,2016
"26110","Boise City city"," Idaho",55199,NA,2016
"2626","Meridian city"," Idaho",68623,NA,2016
"2636","Nampa city"," Idaho",44079,NA,2016
"2646","Arlington Heights village"," Illinois",77106,NA,2016
"2656","Aurora city"," Illinois",66540,NA,2016
"2666","Bloomington city"," Illinois",60829,NA,2016
"2676","Bolingbrook village"," Illinois",77095,NA,2016
"2686","Champaign city"," Illinois",45406,NA,2016
"2696","Chicago city"," Illinois",53006,NA,2016
"2706","Cicero town"," Illinois",41484,NA,2016
"27110","Decatur city"," Illinois",38124,NA,2016
"2726","Elgin city"," Illinois",61070,NA,2016
"2736","Evanston city"," Illinois",66165,NA,2016
"2746","Joliet city"," Illinois",63864,NA,2016
"2756","Naperville city"," Illinois",116482,NA,2016
"2766","Palatine village"," Illinois",80521,NA,2016
"2776","Peoria city"," Illinois",47369,NA,2016
"2786","Rockford city"," Illinois",39537,NA,2016
"2796","Schaumburg village"," Illinois",76122,NA,2016
"2806","Skokie village"," Illinois",68430,NA,2016
"28110","Springfield city"," Illinois",48179,NA,2016
"2826","Waukegan city"," Illinois",43546,NA,2016
"2836","Bloomington city"," Indiana",32136,NA,2016
"2846","Carmel city"," Indiana",113194,NA,2016
"2856","Evansville city"," Indiana",38865,NA,2016
"2866","Fishers city"," Indiana",97906,NA,2016
"2876","Fort Wayne city"," Indiana",45232,NA,2016
"2886","Gary city"," Indiana",29522,NA,2016
"2896","Hammond city"," Indiana",46260,NA,2016
"2906","Indianapolis city (balance)"," Indiana",44615,NA,2016
"29110","Lafayette city"," Indiana",44734,NA,2016
"2926","Muncie city"," Indiana",32500,NA,2016
"2936","South Bend city"," Indiana",36711,NA,2016
"2946","Ames city"," Iowa",43737,NA,2016
"2956","Cedar Rapids city"," Iowa",57135,NA,2016
"2966","Davenport city"," Iowa",45964,NA,2016
"2976","Des Moines city"," Iowa",49203,NA,2016
"2986","Iowa City city"," Iowa",44917,NA,2016
"2996","Sioux City city"," Iowa",48517,NA,2016
"3006","Waterloo city"," Iowa",43566,NA,2016
"30110","Kansas City city"," Kansas",42141,NA,2016
"3026","Lawrence city"," Kansas",54243,NA,2016
"3036","Olathe city"," Kansas",82242,NA,2016
"3046","Overland Park city"," Kansas",78602,NA,2016
"3056","Shawnee city"," Kansas",80033,NA,2016
"3066","Topeka city"," Kansas",45054,NA,2016
"3076","Wichita city"," Kansas",49202,NA,2016
"3086","Bowling Green city"," Kentucky",37305,NA,2016
"3096","Lexington-Fayette urban county"," Kentucky",53178,NA,2016
"31010","Louisville/Jefferson County metro government (balance)"," Kentucky",48996,NA,2016
"31110","Baton Rouge city"," Louisiana",38470,NA,2016
"3127","Bossier City city"," Louisiana",46268,NA,2016
"3136","Kenner city"," Louisiana",52281,NA,2016
"3146","Lafayette city"," Louisiana",48139,NA,2016
"3156","Lake Charles city"," Louisiana",38600,NA,2016
"3166","Metairie CDP"," Louisiana",55758,NA,2016
"3176","New Orleans city"," Louisiana",38681,NA,2016
"3186","Shreveport city"," Louisiana",34647,NA,2016
"3196","Portland city"," Maine",51851,NA,2016
"3206","Baltimore city"," Maryland",47350,NA,2016
"32110","Columbia CDP"," Maryland",107164,NA,2016
"3226","Ellicott City CDP"," Maryland",133839,NA,2016
"3236","Frederick city"," Maryland",67352,NA,2016
"3246","Gaithersburg city"," Maryland",84312,NA,2016
"3256","Germantown CDP"," Maryland",86184,NA,2016
"3266","Glen Burnie CDP"," Maryland",59950,NA,2016
"3276","Rockville city"," Maryland",101814,NA,2016
"3286","Silver Spring CDP"," Maryland",77041,NA,2016
"3296","Waldorf CDP"," Maryland",96886,NA,2016
"3306","Boston city"," Massachusetts",63621,NA,2016
"33110","Brockton city"," Massachusetts",50034,NA,2016
"3326","Cambridge city"," Massachusetts",86657,NA,2016
"3336","Fall River city"," Massachusetts",39663,NA,2016
"3346","Framingham CDP"," Massachusetts",74670,NA,2016
"3356","Lawrence city"," Massachusetts",38455,NA,2016
"3366","Lowell city"," Massachusetts",55383,NA,2016
"3376","Lynn city"," Massachusetts",54711,NA,2016
"3386","New Bedford city"," Massachusetts",43241,NA,2016
"3396","Newton city"," Massachusetts",135646,NA,2016
"3406","Quincy city"," Massachusetts",72146,NA,2016
"34110","Somerville city"," Massachusetts",93343,NA,2016
"3426","Springfield city"," Massachusetts",38897,NA,2016
"3436","Worcester city"," Massachusetts",44020,NA,2016
"3446","Ann Arbor city"," Michigan",60745,NA,2016
"3456","Dearborn city"," Michigan",49257,NA,2016
"3466","Detroit city"," Michigan",28099,NA,2016
"3476","Farmington Hills city"," Michigan",71100,NA,2016
"3486","Flint city"," Michigan",25896,NA,2016
"3496","Grand Rapids city"," Michigan",45795,NA,2016
"3506","Kalamazoo city"," Michigan",40441,NA,2016
"35110","Lansing city"," Michigan",40160,NA,2016
"3526","Livonia city"," Michigan",71692,NA,2016
"3536","Rochester Hills city"," Michigan",81195,NA,2016
"3546","Southfield city"," Michigan",49664,NA,2016
"3556","Sterling Heights city"," Michigan",61828,NA,2016
"3566","Troy city"," Michigan",95975,NA,2016
"3576","Warren city"," Michigan",46249,NA,2016
"3586","Westland city"," Michigan",45638,NA,2016
"3596","Wyoming city"," Michigan",51886,NA,2016
"3606","Bloomington city"," Minnesota",68108,NA,2016
"36110","Brooklyn Park city"," Minnesota",61734,NA,2016
"3626","Duluth city"," Minnesota",48126,NA,2016
"3636","Eagan city"," Minnesota",81552,NA,2016
"3646","Maple Grove city"," Minnesota",113957,NA,2016
"3656","Minneapolis city"," Minnesota",56255,NA,2016
"3666","Plymouth city"," Minnesota",97940,NA,2016
"3676","Rochester city"," Minnesota",67712,NA,2016
"3686","St. Cloud city"," Minnesota",43750,NA,2016
"3696","St. Paul city"," Minnesota",54085,NA,2016
"3706","Woodbury city"," Minnesota",103902,NA,2016
"37110","Gulfport city"," Mississippi",39320,NA,2016
"3726","Jackson city"," Mississippi",39724,NA,2016
"3736","Columbia city"," Missouri",50044,NA,2016
"3746","Independence city"," Missouri",45970,NA,2016
"3756","Kansas City city"," Missouri",51235,NA,2016
"3766","Lee's Summit city"," Missouri",85137,NA,2016
"3776","O'Fallon city"," Missouri",85313,NA,2016
"3786","St. Charles city"," Missouri",63006,NA,2016
"3796","St. Joseph city"," Missouri",44528,NA,2016
"3806","St. Louis city"," Missouri",40346,NA,2016
"38110","Springfield city"," Missouri",33286,NA,2016
"3826","Billings city"," Montana",54222,NA,2016
"3836","Missoula city"," Montana",43527,NA,2016
"3846","Lincoln city"," Nebraska",55792,NA,2016
"3856","Omaha city"," Nebraska",52672,NA,2016
"3866","Enterprise CDP"," Nevada",72530,NA,2016
"3876","Henderson city"," Nevada",68191,NA,2016
"3886","Las Vegas city"," Nevada",51115,NA,2016
"3896","North Las Vegas city"," Nevada",55972,NA,2016
"3906","Paradise CDP"," Nevada",42593,NA,2016
"39110","Reno city"," Nevada",51313,NA,2016
"3926","Sparks city"," Nevada",57444,NA,2016
"3936","Spring Valley CDP"," Nevada",53686,NA,2016
"3946","Sunrise Manor CDP"," Nevada",37379,NA,2016
"3956","Manchester city"," New Hampshire",54664,NA,2016
"3966","Nashua city"," New Hampshire",69769,NA,2016
"3976","Bayonne city"," New Jersey",59628,NA,2016
"3986","Camden city"," New Jersey",26783,NA,2016
"3996","Clifton city"," New Jersey",77923,NA,2016
"4006","East Orange city"," New Jersey",40561,NA,2016
"40110","Elizabeth city"," New Jersey",42690,NA,2016
"4026","Jersey City city"," New Jersey",63227,NA,2016
"4036","Newark city"," New Jersey",31100,NA,2016
"4046","Passaic city"," New Jersey",38029,NA,2016
"4056","Paterson city"," New Jersey",36146,NA,2016
"4066","Toms River CDP"," New Jersey",71183,NA,2016
"4076","Trenton city"," New Jersey",31592,NA,2016
"4086","Union City city"," New Jersey",46286,NA,2016
"4096","Albuquerque city"," New Mexico",50522,NA,2016
"41010","Las Cruces city"," New Mexico",39201,NA,2016
"41110","Rio Rancho city"," New Mexico",60979,NA,2016
"4127","Santa Fe city"," New Mexico",51347,NA,2016
"4136","Albany city"," New York",42302,NA,2016
"4146","Brentwood CDP"," New York",67670,NA,2016
"4156","Buffalo city"," New York",32883,NA,2016
"4166","Cheektowaga CDP"," New York",47868,NA,2016
"4176","Mount Vernon city"," New York",52684,NA,2016
"4186","New Rochelle city"," New York",75757,NA,2016
"4196","New York city"," New York",58856,NA,2016
"4206","Rochester city"," New York",31693,NA,2016
"42110","Schenectady city"," New York",38795,NA,2016
"4226","Syracuse city"," New York",33695,NA,2016
"4236","Yonkers city"," New York",62049,NA,2016
"4246","Asheville city"," North Carolina",45814,NA,2016
"4256","Cary town"," North Carolina",100167,NA,2016
"4266","Charlotte city"," North Carolina",61017,NA,2016
"4276","Concord city"," North Carolina",60107,NA,2016
"4286","Durham city"," North Carolina",52208,NA,2016
"4296","Fayetteville city"," North Carolina",42918,NA,2016
"4306","Gastonia city"," North Carolina",48286,NA,2016
"43110","Greensboro city"," North Carolina",45064,NA,2016
"4326","Greenville city"," North Carolina",36806,NA,2016
"4336","High Point city"," North Carolina",41250,NA,2016
"4346","Jacksonville city"," North Carolina",39604,NA,2016
"4356","Raleigh city"," North Carolina",64456,NA,2016
"4366","Wilmington city"," North Carolina",38800,NA,2016
"4376","Winston-Salem city"," North Carolina",42605,NA,2016
"4386","Bismarck city"," North Dakota",58522,NA,2016
"4396","Fargo city"," North Dakota",52699,NA,2016
"4406","Akron city"," Ohio",35184,NA,2016
"44110","Canton city"," Ohio",31714,NA,2016
"4426","Cincinnati city"," Ohio",38539,NA,2016
"4436","Cleveland city"," Ohio",27551,NA,2016
"4446","Columbus city"," Ohio",49602,NA,2016
"4456","Dayton city"," Ohio",28894,NA,2016
"4466","Lorain city"," Ohio",36398,NA,2016
"4476","Parma city"," Ohio",52446,NA,2016
"4486","Toledo city"," Ohio",35301,NA,2016
"4496","Youngstown city"," Ohio",26789,NA,2016
"4506","Broken Arrow city"," Oklahoma",70221,NA,2016
"45110","Edmond city"," Oklahoma",79370,NA,2016
"4526","Lawton city"," Oklahoma",47036,NA,2016
"4536","Norman city"," Oklahoma",52041,NA,2016
"4546","Oklahoma City city"," Oklahoma",52915,NA,2016
"4556","Tulsa city"," Oklahoma",43134,NA,2016
"4566","Beaverton city"," Oregon",64636,NA,2016
"4576","Bend city"," Oregon",60784,NA,2016
"4586","Eugene city"," Oregon",46189,NA,2016
"4596","Gresham city"," Oregon",58042,NA,2016
"4606","Hillsboro city"," Oregon",75466,NA,2016
"46110","Medford city"," Oregon",44697,NA,2016
"4626","Portland city"," Oregon",62127,NA,2016
"4636","Salem city"," Oregon",51945,NA,2016
"4646","Allentown city"," Pennsylvania",35813,NA,2016
"4656","Bethlehem city"," Pennsylvania",52588,NA,2016
"4666","Erie city"," Pennsylvania",36476,NA,2016
"4676","Philadelphia city"," Pennsylvania",41449,NA,2016
"4686","Pittsburgh city"," Pennsylvania",44707,NA,2016
"4696","Reading city"," Pennsylvania",25865,NA,2016
"4706","Scranton city"," Pennsylvania",38807,NA,2016
"47110","Cranston city"," Rhode Island",67275,NA,2016
"4726","Pawtucket city"," Rhode Island",46792,NA,2016
"4736","Providence city"," Rhode Island",40335,NA,2016
"4746","Warwick city"," Rhode Island",59372,NA,2016
"4756","Charleston city"," South Carolina",61467,NA,2016
"4766","Columbia city"," South Carolina",48577,NA,2016
"4776","Greenville city"," South Carolina",49000,NA,2016
"4786","Mount Pleasant town"," South Carolina",100308,NA,2016
"4796","North Charleston city"," South Carolina",35600,NA,2016
"4806","Rock Hill city"," South Carolina",45821,NA,2016
"48110","Rapid City city"," South Dakota",47813,NA,2016
"4826","Sioux Falls city"," South Dakota",56867,NA,2016
"4836","Chattanooga city"," Tennessee",41226,NA,2016
"4846","Clarksville city"," Tennessee",51696,NA,2016
"4856","Franklin city"," Tennessee",91657,NA,2016
"4866","Jackson city"," Tennessee",38980,NA,2016
"4876","Johnson City city"," Tennessee",41342,NA,2016
"4886","Knoxville city"," Tennessee",35816,NA,2016
"4896","Memphis city"," Tennessee",38826,NA,2016
"4906","Murfreesboro city"," Tennessee",54654,NA,2016
"49110","Nashville-Davidson metropolitan government (balance)"," Tennessee",54310,NA,2016
"4926","Abilene city"," Texas",45713,NA,2016
"4936","Allen city"," Texas",102064,NA,2016
"4946","Amarillo city"," Texas",51466,NA,2016
"4956","Arlington city"," Texas",54272,NA,2016
"4966","Atascocita CDP"," Texas",94632,NA,2016
"4976","Austin city"," Texas",66697,NA,2016
"4986","Baytown city"," Texas",56892,NA,2016
"4996","Beaumont city"," Texas",42077,NA,2016
"5006","Brownsville city"," Texas",36584,NA,2016
"50110","Bryan city"," Texas",38539,NA,2016
"5026","Carrollton city"," Texas",70673,NA,2016
"5036","Cedar Park city"," Texas",101064,NA,2016
"5046","College Station city"," Texas",39068,NA,2016
"5056","Conroe city"," Texas",53035,NA,2016
"5066","Corpus Christi city"," Texas",54344,NA,2016
"5076","Dallas city"," Texas",47243,NA,2016
"5086","Denton city"," Texas",54528,NA,2016
"5096","Edinburg city"," Texas",41319,NA,2016
"51010","El Paso city"," Texas",43200,NA,2016
"51110","Flower Mound town"," Texas",131470,NA,2016
"5127","Fort Worth city"," Texas",56428,NA,2016
"5136","Frisco city"," Texas",124829,NA,2016
"5146","Garland city"," Texas",57063,NA,2016
"5156","Georgetown city"," Texas",67379,NA,2016
"5166","Grand Prairie city"," Texas",62391,NA,2016
"5176","Harlingen city"," Texas",37507,NA,2016
"5186","Houston city"," Texas",47793,NA,2016
"5196","Irving city"," Texas",61362,NA,2016
"5206","Killeen city"," Texas",47556,NA,2016
"52110","Laredo city"," Texas",36195,NA,2016
"5226","League City city"," Texas",104736,NA,2016
"5236","Lewisville city"," Texas",58361,NA,2016
"5246","Longview city"," Texas",43411,NA,2016
